"LOCATION","Country","MEASURE","Measure","AGE","Age group","DEFINITION","Definition","METHODO","Methodology","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","EUR","Euro","0","Units",,,26002,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","EUR","Euro","0","Units",,,26367,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","EUR","Euro","0","Units",,,27602,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,28502,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,30163,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,32111,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","EUR","Euro","0","Units",,,33261,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2019","2019","EUR","Euro","0","Units",,,34959,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2020","2020","EUR","Euro","0","Units",,,36469,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","EUR","Euro","0","Units",,,24786,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","EUR","Euro","0","Units",,,26679,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","EUR","Euro","0","Units",,,29551,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","EUR","Euro","0","Units",,,30217,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","EUR","Euro","0","Units",,,28659,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","EUR","Euro","0","Units",,,26639,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","EUR","Euro","0","Units",,,25412,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","EUR","Euro","0","Units",,,24376,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","EUR","Euro","0","Units",,,24799,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","EUR","Euro","0","Units",,,25575,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","PER","Persons","0","Units",,,4148668,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","PER","Persons","0","Units",,,4253340,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","PER","Persons","0","Units",,,4357029,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","PER","Persons","0","Units",,,4436762,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","PER","Persons","0","Units",,,4468041,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","PER","Persons","0","Units",,,4475328,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","PER","Persons","0","Units",,,4487049,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","PER","Persons","0","Units",,,4588371,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","PER","Persons","0","Units",,,4601467,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","PER","Persons","0","Units",,,4674343,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","PER","Persons","0","Units",,,4641898,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","PER","Persons","0","Units",,,4683666,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","PER","Persons","0","Units",,,4803525,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","PER","Persons","0","Units",,,4861100,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","PER","Persons","0","Units",,,4987510,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2019","2019","PER","Persons","0","Units",,,4987282,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2020","2020","PER","Persons","0","Units",,,5018792,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","PER","Persons","0","Units",,,4148668,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","PER","Persons","0","Units",,,4250348,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","PER","Persons","0","Units",,,4355600,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","PER","Persons","0","Units",,,4436762,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","PER","Persons","0","Units",,,4464949,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","PER","Persons","0","Units",,,4473724,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","PER","Persons","0","Units",,,4481638,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","PER","Persons","0","Units",,,4587222,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","PER","Persons","0","Units",,,4601467,,
"IRL","Ireland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","PER","Persons","0","Units",,,4609511,,
"IRL","Ireland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","NBR","Number","0","Units",,,1457900,,
